Season,Domain,Phylum,Class,Order,Family,Genus,Species,Mean,SD,SE
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,0.5229955,0.81507356,0.332752387
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,Clostridiaceae bacterium,2.334130667,1.585024289,0.647083456
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CBA3638,0.724980333,1.123532713,0.45868031
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosacchariphilus,Anaerosacchriphilus polymeriproducens,0,0,0
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia marasmi,0.422229,0.680343825,0.277749204
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta,0.7264915,0.868972491,0.354756534
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia schinkii,0.380545333,0.616837158,0.251822715
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,Cuneatibacter caecimuris,1.053016,1.341151428,0.547522778
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp. OF01-20,0.792599333,0.954252689,0.389572029
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,0.466074833,0.799693015,0.326473306
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,1.05878,0.931939992,0.380462908
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,0.402866833,0.663039959,0.27068493
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.8221365,0.916204791,0.37403904
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,Muricomes intestini,0.792599333,0.954252689,0.389572029
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,Murimonas intestini,0.161812333,0.396357651,0.161812333
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium A4,0.9350495,0.872568804,0.356224722
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium C6A11,0.520833333,1.275775908,0.520833333
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium MD308,0.446712667,0.730388702,0.298179939
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium Oil+RF-744-WCA-WT-11,0.161812333,0.396357651,0.161812333
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium WCA-9-b2,0.735155333,0.900615988,0.367674938
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium,1.864513667,1.078880845,0.440451261
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 1XD42-69,0.3042625,0.472790886,0.193016071
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 831b,0.9350495,0.872568804,0.356224722
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella sp. An114,1.442284667,0.899474134,0.367208777
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridiales bacterium 41_21_two_genomes,0.370370333,0.907218333,0.370370333
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridiales bacterium,7.846022833,4.168314347,1.701707206
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter sp. 1XD8-33,0.380545333,0.616837158,0.251822715
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus sp. An172,0.370370333,0.907218333,0.370370333
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,Ruminococcaceae bacterium,0.592705167,0.944452825,0.385571251
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta timonensis,1.315594833,0.761630474,0.310934339
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens,0.142450167,0.348930222,0.142450167
Summer,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM29-12LB,0.35461,0.868613558,0.35461
Summer,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:272,0.674632833,0.880977183,0.359657429
Summer,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:534,0.142450167,0.348930222,0.142450167
Summer,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:882,0.161812333,0.396357651,0.161812333
Summer,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium,1.6025895,1.709554069,0.697922526
Summer,Bacteria,NA,NA,NA,NA,NA,bacterium 0.1xD8-71,0.618640667,1.148693369,0.468952104
Summer,Bacteria,NA,NA,NA,NA,NA,bacterium 0.1xD8-82,1.381702833,1.643849761,0.671098855
Summer,Bacteria,NA,NA,NA,NA,NA,bacterium 1xD42-62,0.520833333,1.275775908,0.520833333
Summer,Bacteria,NA,NA,NA,NA,NA,bacterium 1xD42-87,2.271633333,2.472836272,1.009531181
Summer,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis,0.402866833,0.663039959,0.27068493
Summer,Unclassified,NA,NA,NA,NA,NA,NA,57.24865383,3.286027503,1.34151511
Winter,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces qiguomingii,0,0,0
Winter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas soli,0,0,0
Winter,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides congonensis,2.609017,1.768482534,0.790889432
Winter,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas capnocytophagoides,0,0,0
Winter,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. Z76,0,0,0
Winter,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. 83,0,0,0
Winter,Bacteria,Chloroflexi,NA,NA,NA,NA,Chloroflexi bacterium,0.9423502,1.291704938,0.57766801
Winter,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus fonticola,0.6451612,1.4426243,0.6451612
Winter,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus pectinilyticus,0,0,0
Winter,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,Jeotgalibaca porci,0.952381,2.129588656,0.952381
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:167,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,3.0261138,3.094962049,1.384109106
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,Clostridiaceae bacterium,3.3132722,3.185438372,1.424571348
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CBA3638,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosacchariphilus,Anaerosacchriphilus polymeriproducens,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia marasmi,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia producta,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia schinkii,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,Cuneatibacter caecimuris,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp. OF01-20,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,Enterocloster clostridioformis,2.5615376,2.939715482,1.31468073
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,0.6451612,1.4426243,0.6451612
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,1.656636,1.592719138,0.712285652
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,1.8947312,1.989964429,0.889939147
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Muricomes,Muricomes intestini,0.6451612,1.4426243,0.6451612
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,Murimonas intestini,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium A4,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium C6A11,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium MD308,0.909091,2.032789274,0.909091
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium Oil+RF-744-WCA-WT-11,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium WCA-9-b2,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium,3.5846268,2.733493331,1.222455381
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 1XD42-69,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 831b,2.311828,2.185973763,0.977597186
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella sp. An114,1.8139924,1.722888224,0.770499037
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridiales bacterium 41_21_two_genomes,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridiales bacterium,2.085347,2.078884382,0.929705359
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter sp. 1XD8-33,0.4878048,1.090764693,0.4878048
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,Anaeromassilibacillus sp. An172,0.4878048,1.090764693,0.4878048
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,Ruminococcaceae bacterium,2.7563428,1.716377037,0.767587146
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta timonensis,0.4878048,1.090764693,0.4878048
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens,0,0,0
Winter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM29-12LB,0,0,0
Winter,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:272,0.4545454,1.016394413,0.4545454
Winter,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:534,0,0,0
Winter,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:882,0,0,0
Winter,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium,0,0,0
Winter,Bacteria,NA,NA,NA,NA,NA,bacterium 0.1xD8-71,0,0,0
Winter,Bacteria,NA,NA,NA,NA,NA,bacterium 0.1xD8-82,1.0997066,1.543076419,0.690084753
Winter,Bacteria,NA,NA,NA,NA,NA,bacterium 1xD42-62,0.4878048,1.090764693,0.4878048
Winter,Bacteria,NA,NA,NA,NA,NA,bacterium 1xD42-87,1.7781272,2.817953769,1.260227237
Winter,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,Petrotoga mobilis,0.4545454,1.016394413,0.4545454
Winter,Unclassified,NA,NA,NA,NA,NA,NA,59.6363786,4.62345017,2.067669774
